Wavelength	Red	Reflectance	LowCI	UpperCI
435	Painted	2.93462963	2.540647026	3.328612234
436	Painted	2.936419753	2.543879321	3.328960185
437	Painted	2.919259259	2.529641205	3.308877314
438	Painted	2.913950617	2.525079415	3.30282182
439	Painted	2.928148148	2.536759822	3.319536474
440	Painted	2.951111111	2.556355022	3.3458672
441	Painted	2.976049383	2.578605874	3.373492891
442	Painted	2.989753086	2.592038438	3.387467735
443	Painted	2.97037037	2.576042824	3.364697917
444	Painted	2.941481481	2.551454357	3.331508606
445	Painted	2.930617284	2.540916973	3.320317595
446	Painted	2.957037037	2.564004743	3.350069331
447	Painted	2.989753086	2.5938496	3.385656572
448	Painted	3.012592593	2.614146829	3.411038357
449	Painted	3.01537037	2.617715559	3.413025182
450	Painted	2.984197531	2.590856082	3.377538979
451	Painted	2.946049383	2.557135402	3.334963363
452	Painted	2.94308642	2.555487492	3.330685347
453	Painted	2.942592593	2.555347723	3.329837462
454	Painted	2.946296296	2.558177212	3.33441538
455	Painted	2.96	2.572459235	3.347540765
456	Painted	2.948765432	2.562629949	3.334900915
457	Painted	2.931975309	2.547797266	3.316153351
458	Painted	2.905802469	2.523039312	3.288565627
459	Painted	2.917962963	2.53275706	3.303168866
460	Painted	2.941975309	2.555435832	3.328514785
461	Painted	2.959506173	2.5723134	3.346698946
462	Painted	2.985555556	2.598043316	3.373067796
463	Painted	2.965555556	2.582767607	3.348343504
464	Painted	2.938395062	2.558570815	3.318219308
465	Painted	2.921666667	2.544266983	3.29906635
466	Painted	2.914567901	2.538060105	3.291075698
467	Painted	2.915308642	2.539072578	3.291544706
468	Painted	2.919259259	2.543514109	3.29500441
469	Painted	2.929135802	2.552466643	3.305804962
470	Painted	2.931111111	2.554769212	3.30745301
471	Painted	2.922839506	2.54723691	3.298442102
472	Painted	2.916790123	2.541391589	3.292188658
473	Painted	2.926790123	2.551686754	3.301893493
474	Painted	2.93037037	2.555303934	3.305436807
475	Painted	2.935555556	2.559747251	3.31136386
476	Painted	2.941296296	2.565899059	3.316693533
477	Painted	2.935308642	2.560463618	3.310153666
478	Painted	2.938888889	2.564490899	3.313286879
479	Painted	2.943333333	2.569963853	3.316702814
480	Painted	2.941111111	2.568306341	3.313915881
481	Painted	2.935061728	2.563774562	3.306348895
482	Painted	2.998333333	2.615018687	3.38164798
483	Painted	3.231728395	2.812084422	3.651372368
484	Painted	3.25	2.833187591	3.666812409
485	Painted	3.270987654	2.853694629	3.68828068
486	Painted	3.194197531	2.789699675	3.598695386
487	Painted	3.060740741	2.677832426	3.443649055
488	Painted	3.067160494	2.681178872	3.453142116
489	Painted	3.070246914	2.68366827	3.456825557
490	Painted	3.061728395	2.677077715	3.446379075
491	Painted	3.06	2.675007938	3.444992062
492	Painted	3.05691358	2.673043244	3.440783916
493	Painted	3.068765432	2.683874852	3.453656012
494	Painted	3.102777778	2.718661135	3.486894421
495	Painted	3.074567901	2.696973762	3.45216204
496	Painted	3.040617284	2.664466059	3.416768509
497	Painted	3.040864198	2.664372325	3.41735607
498	Painted	3.053209877	2.674830421	3.431589332
499	Painted	3.065432099	2.686649254	3.444214943
500	Painted	3.060925926	2.683343246	3.438508606
501	Painted	3.057037037	2.680121305	3.433952769
502	Painted	3.04962963	2.6738571	3.42540216
503	Painted	3.046666667	2.671662877	3.421670456
504	Painted	3.053333333	2.67842981	3.428236857
505	Painted	3.057037037	2.682336852	3.431737222
506	Painted	3.059444444	2.68497601	3.433912879
507	Painted	3.061851852	2.687403244	3.43630046
508	Painted	3.073209877	2.696772822	3.449646932
509	Painted	3.092716049	2.713734624	3.471697475
510	Painted	3.110123457	2.729377504	3.490869409
511	Painted	3.121481481	2.739946155	3.503016808
512	Painted	3.125925926	2.74466752	3.507184332
513	Painted	3.127222222	2.746094467	3.508349977
514	Painted	3.131358025	2.750653644	3.512062406
515	Painted	3.135308642	2.75557692	3.515040364
516	Painted	3.128765432	2.750349002	3.507181862
517	Painted	3.124691358	2.745328452	3.504054264
518	Painted	3.146666667	2.763640477	3.529692857
519	Painted	3.179012346	2.793379781	3.56464491
520	Painted	3.20654321	2.818898462	3.594187958
521	Painted	3.230740741	2.84317243	3.618309052
522	Painted	3.233209877	2.846186491	3.620233262
523	Painted	3.225432099	2.839139479	3.611724719
524	Painted	3.221234568	2.83355133	3.608917806
525	Painted	3.249876543	2.857656805	3.642096281
526	Painted	3.26962963	2.877028503	3.662230757
527	Painted	3.338148148	2.933006734	3.743289562
528	Painted	3.448148148	3.027688833	3.868607464
529	Painted	3.47962963	3.060484496	3.898774763
530	Painted	3.516049383	3.094123831	3.937974934
531	Painted	3.517160494	3.100787523	3.933533464
532	Painted	3.43037037	3.026173813	3.834566928
533	Painted	3.43345679	3.023627887	3.843285693
534	Painted	3.461604938	3.049359109	3.873850768
535	Painted	3.487037037	3.071066352	3.903007722
536	Painted	3.538518519	3.119697724	3.957339313
537	Painted	3.552345679	3.134537986	3.970153373
538	Painted	3.559259259	3.140576956	3.977941563
539	Painted	3.591234568	3.172149259	4.010319876
540	Painted	3.562962963	3.144721758	3.981204168
541	Painted	3.60691358	3.181699867	4.032127293
542	Painted	3.659753086	3.231194444	4.088311729
543	Painted	3.735679012	3.30081711	4.170540915
544	Painted	3.825308642	3.388004667	4.262612617
545	Painted	3.835925926	3.398407068	4.273444784
546	Painted	3.852716049	3.411376479	4.294055619
547	Painted	3.890123457	3.444488366	4.335758548
548	Painted	3.939135802	3.489470234	4.388801371
549	Painted	3.996296296	3.542832766	4.449759827
550	Painted	4.035185185	3.580864676	4.489505694
551	Painted	4.05037037	3.594070935	4.506669806
552	Painted	4.09037037	3.629098656	4.551642085
553	Painted	4.144814815	3.678999164	4.610630466
554	Painted	4.188518519	3.719724803	4.657312234
555	Painted	4.243333333	3.771374478	4.715292189
556	Painted	4.288765432	3.81567624	4.761854624
557	Painted	4.322345679	3.847737748	4.79695361
558	Painted	4.357777778	3.880203246	4.83535231
559	Painted	4.39308642	3.912726626	4.873446214
560	Painted	4.428024691	3.943959703	4.91208968
561	Painted	4.470740741	3.982289261	4.959192221
562	Painted	4.51037037	4.018262312	5.002478429
563	Painted	4.551358025	4.056615743	5.046100307
564	Painted	4.571111111	4.074921095	5.067301127
565	Painted	4.582345679	4.084862481	5.079828877
566	Painted	4.622962963	4.121543385	5.124382541
567	Painted	4.672592593	4.167348798	5.177836387
568	Painted	4.732839506	4.223155462	5.24252355
569	Painted	4.800740741	4.286173316	5.315308166
570	Painted	4.832098765	4.314945181	5.34925235
571	Painted	4.877777778	4.356540347	5.399015208
572	Painted	4.958271605	4.430366685	5.486176525
573	Painted	5.036296296	4.502588045	5.570004548
574	Painted	5.146049383	4.602837646	5.68926112
575	Painted	5.266049383	4.712515974	5.819582791
576	Painted	5.361296296	4.79936997	5.923222623
577	Painted	5.481604938	4.908861036	6.054348841
578	Painted	5.650246914	5.062409439	6.238084388
579	Painted	5.823703704	5.21905245	6.428354957
580	Painted	6.010617284	5.385631336	6.635603232
581	Painted	6.21691358	5.568535227	6.865291933
582	Painted	6.441604938	5.767003552	7.116206325
583	Painted	6.690617284	5.986351345	7.394883223
584	Painted	6.969506173	6.231718528	7.707293818
585	Painted	7.267037037	6.492474383	8.041599691
586	Painted	7.582098765	6.767522617	8.396674914
587	Painted	7.913950617	7.055802177	8.772099057
588	Painted	8.258518519	7.3540609	9.162976137
589	Painted	8.62308642	7.668791355	9.577381485
590	Painted	8.951111111	7.952707716	9.949514506
591	Painted	9.298148148	8.252457567	10.34383873
592	Painted	9.744074074	8.636809442	10.85133871
593	Painted	10.20716049	9.03264219	11.3816788
594	Painted	10.6808642	9.436313967	11.92541443
595	Painted	11.12506173	9.812038414	12.43808504
596	Painted	11.5691358	10.18324439	12.95502721
597	Painted	12.07	10.60735932	13.53264068
598	Painted	12.55493827	11.01715063	14.09272591
599	Painted	13.14135802	11.51230389	14.77041216
600	Painted	13.8208642	12.08361433	15.55811406
601	Painted	14.38555556	12.54768438	16.22342673
602	Painted	14.85740741	12.92998619	16.78482863
603	Painted	15.28024691	13.27319453	17.2872993
604	Painted	15.73493827	13.6473905	17.82248604
605	Painted	16.26259259	14.09112679	18.43405839
606	Painted	16.85691358	14.58866021	19.12516695
607	Painted	17.51246914	15.13171722	19.89322105
608	Painted	17.96728395	15.49110635	20.44346155
609	Painted	18.30333333	15.75645174	20.85021493
610	Painted	18.63604938	16.02857015	21.24352862
611	Painted	19.09617284	16.41036028	21.7819854
612	Painted	19.70098765	16.9149088	22.48706651
613	Painted	20.21111111	17.33266308	23.08955914
614	Painted	20.59604938	17.64025736	23.55184141
615	Painted	20.91395062	17.89378114	23.9341201
616	Painted	21.20555556	18.12774239	24.28336873
617	Painted	21.46592593	18.33718914	24.59466271
618	Painted	21.7037037	18.52847166	24.87893575
619	Painted	21.94049383	18.72321734	25.15777031
620	Painted	22.17617284	18.91746594	25.43487974
621	Painted	22.40802469	19.10925636	25.70679302
622	Painted	22.62049383	19.28364404	25.95734362
623	Painted	22.80962963	19.43792356	26.1813357
624	Painted	22.96012346	19.56004056	26.36020635
625	Painted	23.01320988	19.60051241	26.42590735
626	Painted	23.02777778	19.60813188	26.44742367
627	Painted	23.1062963	19.67776909	26.5348235
628	Painted	23.20061728	19.75988945	26.64134512
629	Painted	23.36567901	19.90459433	26.82676369
630	Painted	23.49049383	20.01267816	26.9683095
631	Painted	23.54481481	20.057042	27.03258763
632	Painted	23.55358025	20.0621023	27.0450582
633	Painted	23.53839506	20.04608562	27.03070451
634	Painted	23.56382716	20.06907549	27.05857883
635	Painted	23.59111111	20.09725496	27.08496727
636	Painted	23.66864198	20.16970317	27.16758078
637	Painted	23.73320988	20.23213467	27.23428508
638	Painted	23.75753086	20.25535802	27.25970371
639	Painted	23.78320988	20.27844142	27.28797833
640	Painted	23.78296296	20.28058444	27.28534149
641	Painted	23.77123457	20.27380559	27.26866355
642	Painted	23.75469136	20.26242393	27.24695879
643	Painted	23.71654321	20.23271986	27.20036656
644	Painted	23.68506173	20.20880774	27.16131571
645	Painted	23.63518519	20.16849471	27.10187566
646	Painted	23.58061728	20.12617937	27.0350552
647	Painted	23.53790123	20.09444177	26.9813607
648	Painted	23.50271605	20.06909086	26.93634124
649	Painted	23.47049383	20.04476479	26.89622286
650	Painted	23.44111111	20.0225436	26.85967862
651	Painted	23.42197531	20.00986827	26.83408235
652	Painted	23.42333333	20.01430491	26.83236176
653	Painted	23.43567901	20.02924598	26.84211205
654	Painted	23.44222222	20.03854065	26.84590379
655	Painted	23.42777778	20.02755944	26.82799612
656	Painted	23.38901235	19.99432776	26.78369694
657	Painted	23.28061728	19.90008794	26.66114663
658	Painted	23.11098765	19.75171244	26.47026287
659	Painted	23.07950617	19.72988056	26.42913179
660	Painted	23.09160494	19.75113742	26.43207246
661	Painted	23.19506173	19.8508678	26.53925565
662	Painted	23.27308642	19.92968062	26.61649222
663	Painted	23.22790123	19.89043924	26.56536323
664	Painted	23.1462963	19.81816161	26.47443098
665	Painted	23.05851852	19.74119371	26.37584333
666	Painted	22.98604938	19.68024388	26.29185488
667	Painted	22.91530864	19.62137931	26.20923798
668	Painted	22.84765432	19.56638383	26.12892482
669	Painted	22.82469136	19.55165965	26.09772307
670	Painted	22.8154321	19.54908581	26.08177838
671	Painted	22.81259259	19.5496187	26.07556648
672	Painted	22.80851852	19.54968228	26.06735475
673	Painted	22.76864198	19.51730931	26.01997464
674	Painted	22.72617284	19.48384115	25.96850453
675	Painted	22.69567901	19.46180244	25.92955558
676	Painted	22.65790123	19.4336619	25.88214057
677	Painted	22.60259259	19.39042531	25.81475987
678	Painted	22.50425926	19.30991909	25.69859943
679	Painted	22.37148148	19.1952808	25.54768217
680	Painted	22.34777778	19.17978229	25.51577327
681	Painted	22.31419753	19.15593757	25.4724575
682	Painted	22.3482716	19.19497796	25.50156525
683	Painted	22.33975309	19.19785128	25.48165489
684	Painted	22.28851852	19.15656427	25.42047277
685	Painted	22.23259259	19.10961648	25.35556871
686	Painted	22.13617284	19.02430132	25.24804436
687	Painted	22.05641975	18.95414117	25.15869833
688	Painted	22.02358025	18.92819827	25.11896223
689	Painted	22.01975309	18.92882165	25.11068452
690	Painted	22.03753086	18.94957614	25.12548559
691	Painted	22.03975309	18.95835597	25.12115021
692	Painted	22.01703704	18.94580378	25.08827029
693	Painted	22.00222222	18.93712749	25.06731696
694	Painted	21.99160494	18.92873731	25.05447257
695	Painted	21.96925926	18.90427775	25.03424077
696	Painted	21.87555556	18.81689666	24.93421445
697	Painted	21.59975309	18.57641671	24.62308946
698	Painted	21.50839506	18.49820012	24.51859
699	Painted	21.55061728	18.54782171	24.55341285
700	Painted	21.66259259	18.65957806	24.66560712
